bowler_canonical_id,bowler_canonical_name,spells,overs_bowled,legal_balls,runs_conceded,wickets,economy_overall,strike_rate_balls_per_wicket,spell_economy_p10,spell_economy_p50,spell_economy_p90,two_plus_wicket_spell_rate,dot_ball_pct,qualified,expensive_over_rate,last_active_season,is_recently_active
037429dc,L Haskett,16,16.0,96,210,3,13.125,32.0,8.0,13.5,18.5,0.0,21.88,True,0.5625,2025,True
c478e8e7,Shasheem Rathour,16,16.0,96,84,4,5.25,24.0,2.5,4.0,8.5,0.0,44.79,True,0.0625,2020,False
73d49fe6,Sunny Kashyap,16,16.0,96,116,5,7.25,19.2,2.5,8.0,11.5,0.0,33.33,True,0.125,2018,False
441c72ae,P Ray Barman,16,16.0,96,147,4,9.188,24.0,3.0,8.5,17.5,0.125,29.17,True,0.3125,2020,False
15745dbe,Vivekanand Tiwari,16,16.0,96,141,6,8.812,16.0,1.5,9.0,13.5,0.0625,46.88,True,0.375,2021,False
cd626284,Akshay Jain,16,16.0,96,124,3,7.75,32.0,3.5,7.5,11.5,0.0,26.04,True,0.125,2018,False
478bbd5f,Girish Rauturi,16,16.0,96,160,5,10.0,19.2,3.5,10.5,14.0,0.0,31.25,True,0.3125,2020,False
adf454e9,Rahul Singh,16,16.0,96,125,1,7.812,96.0,5.0,7.5,11.0,0.0,26.04,True,0.0625,2020,False
2fcb040c,Rajat Paliwal,16,16.0,96,115,4,7.188,24.0,4.0,6.0,13.5,0.0,27.08,True,0.1875,2019,False
2085e1fa,HJH Brookes,18,15.83,95,159,6,10.042,15.83,4.08,9.6,17.16,0.0556,27.37,True,0.2632,2022,False
3c6ffae8,YK Pathan,17,15.83,95,117,5,7.389,19.0,2.0,5.0,10.0,0.0,31.58,True,0.0588,2022,False
00cda8e4,SM Elliott,16,15.83,95,126,5,7.958,19.0,3.0,7.5,12.5,0.0625,35.79,True,0.3125,2025,True
617040e4,Farhan Khan,16,15.67,94,150,4,9.574,23.5,4.5,10.25,13.5,0.0,43.62,True,0.3125,2024,False
dd967d0d,Lee Yong Lepcha,16,15.5,93,165,1,10.645,93.0,4.0,10.0,17.5,0.0,21.51,True,0.3125,2021,False
7be8a0ed,JW Dernbach,16,15.17,91,142,4,9.363,22.75,4.0,7.75,17.5,0.0,26.37,True,0.25,2021,False
febe4bfa,Md Saptula,15,15.0,90,96,1,6.4,90.0,2.4,6.0,11.2,0.0,34.44,True,0.1333,2021,False
8c6958d9,Codanda Ajit Karthik,15,15.0,90,92,5,6.133,18.0,2.0,5.0,11.8,0.0,45.56,True,0.1333,2021,False
cd474693,Rajan Kumar,15,15.0,90,78,6,5.2,15.0,1.0,5.0,9.0,0.0,57.78,True,0.0667,2022,False
35dee2d1,Bal Krishna,15,15.0,90,116,6,7.733,15.0,2.4,6.0,14.6,0.0667,43.33,True,0.2667,2021,False
e423d162,LJ Fletcher,18,15.0,90,141,4,9.4,22.5,4.44,8.4,15.84,0.0,28.89,True,0.1667,2022,False
c55a5dff,Karthik Raman,15,15.0,90,158,9,10.533,10.0,7.0,10.0,14.6,0.0667,27.78,True,0.4667,2019,False
8996a9a0,AA Sarwate,15,15.0,90,105,7,7.0,12.86,3.4,5.0,12.6,0.0,33.33,True,0.2,2022,False
bbbc7d28,Prashant Awasthi,15,15.0,90,99,3,6.6,30.0,3.4,6.0,11.0,0.0,27.78,True,0.0667,2018,False
bf1d7d3e,Mahmudullah,15,15.0,90,107,4,7.133,22.5,2.4,6.0,13.8,0.0,46.67,True,0.2,2018,False
44cb17b4,Bhagmender Lather,15,15.0,90,129,5,8.6,18.0,3.0,8.0,15.6,0.0667,38.89,True,0.2667,2024,False
3b892965,Shubham Kamal Sharma,15,15.0,90,84,4,5.6,22.5,2.0,5.0,8.6,0.0,43.33,True,0.0667,2021,False
d477678c,SI Sopariya,15,15.0,90,100,3,6.667,30.0,1.0,6.0,11.2,0.0,46.67,True,0.1333,2023,False
f21b01e1,Kranthi Kumar,15,15.0,90,137,3,9.133,30.0,2.0,9.0,17.2,0.0,38.89,True,0.2667,2021,False
fa4f5a0b,Ali Sheikh,15,15.0,90,125,3,8.333,30.0,2.4,9.0,14.0,0.0,33.33,True,0.2,2026,True
2c06dca9,Mandup Bhutia,15,15.0,90,133,1,8.867,90.0,3.8,7.0,18.2,0.0,36.67,True,0.2667,2021,False
63ab7aeb,Harsh Vikram Singh,15,15.0,90,140,3,9.333,30.0,3.0,11.0,13.6,0.0,30.0,True,0.4,2022,False
0d64d81c,Rahul Khajan Singh,15,15.0,90,127,2,8.467,45.0,4.4,8.0,12.6,0.0,28.89,True,0.2,2021,False
f8cdc4d7,SA Jacobs,15,15.0,90,131,3,8.733,30.0,3.0,9.0,17.8,0.0,37.78,True,0.2,2019,False
9ad3a550,Sumit Singh,15,15.0,90,111,5,7.4,18.0,4.0,6.0,11.6,0.0667,30.0,True,0.1333,2021,False
cdd875d9,JA Turner,16,14.83,89,105,6,7.079,14.83,1.8,7.6,11.4,0.125,43.82,True,0.0556,2024,False
8e3cb0e9,JJS Sangha,15,14.83,89,129,5,8.697,17.8,3.8,9.0,11.6,0.0,24.72,True,0.1333,2024,False
4eb02f2e,KTH Ratnayake,15,14.83,89,99,5,6.674,17.8,1.52,5.0,12.2,0.1333,37.08,True,0.1333,2025,True
f81005c4,Shivam Kumar,15,14.83,89,131,1,8.831,89.0,5.4,9.0,10.92,0.0,25.84,True,0.0667,2019,False
4180d897,JE Taylor,15,14.67,88,193,0,13.159,,7.0,11.0,23.4,0.0,34.09,True,0.4667,2019,False
2e8994e7,JP Duminy,15,14.67,88,129,4,8.795,22.0,3.4,9.0,14.2,0.0,36.36,True,0.2,2019,False
8be38ec4,Digvijay Rangi,15,14.5,87,103,3,7.103,29.0,4.0,6.0,13.2,0.0,37.93,True,0.2,2022,False
e734d090,CN Ackermann,14,14.33,86,104,4,7.256,21.5,4.38,7.2,12.34,0.0,34.88,True,0.1176,2023,False
d2b99c2d,Myendung Singpho,15,14.33,86,135,5,9.419,17.2,4.0,7.0,16.8,0.0667,26.74,True,0.4,2021,False
63798865,Rinsangzela Hmamte,15,14.17,85,100,3,7.059,28.33,4.4,7.0,10.8,0.0,22.35,True,0.0667,2022,False
c8d45843,JC Carmichael,15,14.17,85,141,2,9.953,42.5,2.4,9.0,18.2,0.0,44.71,True,0.3333,2023,False
3d51cc7e,Chirag Khurana,15,14.17,85,80,5,5.647,17.0,3.0,5.0,12.4,0.0,42.35,True,0.0667,2021,False
15bbe51b,Lalhmangaiha,15,14.17,85,133,3,9.388,28.33,3.8,9.0,17.2,0.0,23.53,True,0.2667,2021,False
08548b13,PHKD Mendis,14,14.0,84,112,6,8.0,14.0,2.3,6.0,14.4,0.0,29.76,True,0.3571,2025,True
09a3f653,Parth Bhut,14,14.0,84,106,3,7.571,28.0,2.3,7.0,12.0,0.0,39.29,True,0.2143,2023,False
6b8eb6e5,S Sreesanth,14,14.0,84,131,4,9.357,21.0,4.6,9.5,13.7,0.0,36.9,True,0.3571,2020,False
14f2ce7a,Ankit Yadav,14,14.0,84,123,4,8.786,21.0,4.3,7.5,16.0,0.0,27.38,True,0.2143,2020,False
859d95bb,TL O'Connell,14,14.0,84,112,5,8.0,16.8,4.3,8.0,10.0,0.0714,27.38,True,0.0714,2021,False
85cbf838,MB Darshan,14,14.0,84,125,6,8.929,14.0,4.0,7.0,15.4,0.0,34.52,True,0.2857,2021,False
00335246,Parvez Sultan,14,14.0,84,103,4,7.357,21.0,1.9,6.5,12.7,0.0,45.24,True,0.2143,2023,False
126e56a1,Wasim Akram,14,14.0,84,123,5,8.786,16.8,1.3,9.5,14.4,0.0,42.86,True,0.2857,2025,True
ae78bc32,MS Gony,14,14.0,84,102,3,7.286,28.0,2.6,7.0,12.7,0.0,50.0,True,0.2143,2018,False
92cadfe2,AK Sarkar,14,14.0,84,118,2,8.429,42.0,4.0,7.5,13.7,0.0,32.14,True,0.2857,2023,False
53f27a35,BB Samantray,14,14.0,84,85,6,6.071,14.0,2.0,5.0,10.7,0.0,53.57,True,0.0714,2018,False
a990c9c4,C Lamont,14,14.0,84,129,3,9.214,28.0,3.0,9.5,15.4,0.0,41.67,True,0.2857,2019,False
c08963b0,PS Sairam,14,14.0,84,98,3,7.0,28.0,4.3,6.0,11.1,0.0,28.57,True,0.1429,2018,False
17bcec2a,D Forrester,14,14.0,84,100,4,7.143,21.0,3.3,6.5,11.7,0.0,39.29,True,0.1429,2026,True
53f45cb5,Prateek Jain,14,14.0,84,132,1,9.429,84.0,4.6,9.0,14.0,0.0,26.19,True,0.3571,2021,False
61c4f340,Thomas Balkin,14,13.83,83,119,6,8.602,13.83,4.3,8.0,12.0,0.0714,38.55,True,0.2857,2025,True
2c47dd7c,Rakesh Kumar,14,13.83,83,85,2,6.145,41.5,4.0,5.0,10.0,0.0,28.92,True,0.0,2020,False
33609a8c,Saim Ayub,14,13.83,83,108,2,7.807,41.5,2.3,7.0,13.0,0.0,37.35,True,0.2143,2026,True
a7b20d59,Naren Reddy,14,13.83,83,84,4,6.072,20.75,2.3,6.0,9.7,0.0,36.14,True,0.0,2020,False
872b03f7,A Badoni,15,13.83,83,135,6,9.759,13.83,4.4,9.0,15.8,0.0667,22.89,True,0.2667,2026,True
e0c30d35,LM Yadav,14,13.83,83,111,4,8.024,20.75,3.0,7.5,15.12,0.0,40.96,True,0.2857,2022,False
d4753890,Rongsen Jonathan,14,13.83,83,103,2,7.446,41.5,3.0,6.0,12.0,0.0,31.33,True,0.1429,2023,False
b0482a1d,Tilak Varma,14,13.67,82,106,2,7.756,41.0,4.3,7.5,12.0,0.0,26.83,True,0.1429,2024,False
e3626fb1,Pratik Desai,14,13.67,82,118,3,8.634,27.33,4.0,6.0,17.9,0.0,30.49,True,0.3571,2020,False
cf494ffe,PR Stirling,15,13.5,81,106,2,7.852,40.5,3.6,7.2,12.72,0.0,37.04,True,0.125,2022,False
f10e94c4,AD Nath,14,13.5,81,95,4,7.037,20.25,5.0,6.0,12.1,0.0,20.99,True,0.0714,2019,False
c166ca1c,Shashi Shekhar,14,13.5,81,89,3,6.593,27.0,4.0,5.5,9.7,0.0,48.15,True,0.0,2019,False
5b2a1532,Prashant Singh,14,13.33,80,104,3,7.8,26.67,3.0,7.0,14.7,0.0,41.25,True,0.2143,2018,False
bb3ccb17,Akash Sengupta,14,13.17,79,114,8,8.658,9.88,3.0,8.5,15.1,0.0714,31.65,True,0.3571,2023,False
456af189,Pratyush Singh,15,13.17,79,99,1,7.519,79.0,3.8,6.0,13.8,0.0,24.05,True,0.2,2021,False
442461fa,M Perry,14,13.17,79,140,4,10.633,19.75,5.0,11.5,20.2,0.0,31.65,True,0.4286,2025,True
1bf2fd29,KHM James,13,13.0,78,120,2,9.231,39.0,4.0,10.0,14.6,0.0,30.77,True,0.3077,2025,True
c3c92b42,RS Hangargekar,13,13.0,78,122,3,9.385,26.0,5.2,9.0,12.8,0.0,38.46,True,0.4615,2023,False
20666746,Yuvraj Chudasama,13,13.0,78,106,3,8.154,26.0,3.2,8.0,12.4,0.0,32.05,True,0.1538,2022,False
1252f71a,MRJ Watt,13,13.0,78,124,1,9.538,78.0,2.2,8.0,16.4,0.0,44.87,True,0.3077,2023,False
537d02f3,Sijomon Joseph,13,13.0,78,90,2,6.923,39.0,3.0,7.0,11.6,0.0,38.46,True,0.1538,2023,False
c695b423,PH Solanki,13,13.0,78,107,4,8.231,19.5,3.2,7.0,14.8,0.0,34.62,True,0.2308,2022,False
e5eb5edf,Vishal Das,13,13.0,78,101,4,7.769,19.5,1.8,8.0,12.6,0.0,39.74,True,0.1538,2018,False
b0f2baf4,Sanvir Singh,13,13.0,78,127,4,9.769,19.5,5.4,10.0,15.8,0.0,24.36,True,0.1538,2023,False
2318ba22,TLW Cooper,13,13.0,78,120,2,9.231,39.0,2.4,9.0,15.6,0.0769,28.21,True,0.4615,2021,False
e06f7116,Sujit Nayak,13,13.0,78,70,2,5.385,39.0,2.0,3.0,10.4,0.0,42.31,True,0.0769,2020,False
20081969,Pradeep Dadhe,13,12.83,77,111,4,8.649,19.25,2.4,10.0,14.6,0.0769,41.56,True,0.3077,2021,False
11061889,SR Dubey,14,12.83,77,106,5,8.26,15.4,2.3,7.5,15.7,0.0,53.25,True,0.3571,2026,True
cfa4bd2b,Y Prithvi Raj,13,12.83,77,148,6,11.532,12.83,5.2,11.0,17.0,0.1538,33.77,True,0.4615,2023,False
76b0c2ac,Sunil Yadav,13,12.83,77,119,0,9.273,,3.6,9.0,11.8,0.0,19.48,True,0.1538,2021,False
b3354c63,Chopise Hopongkyu,14,12.33,74,102,4,8.27,18.5,2.0,7.5,17.1,0.0,47.3,True,0.2143,2022,False
5fed6272,CN Miles,16,12.33,74,135,4,10.946,18.5,3.6,11.4,15.6,0.0,35.14,True,0.25,2022,False
642e8af0,JG Dill,12,12.0,72,106,5,8.833,14.4,3.2,8.0,12.9,0.0,30.56,True,0.3333,2024,False
695b4273,Haider Razzaq,12,12.0,72,103,2,8.583,36.0,4.0,8.5,13.9,0.0,23.61,True,0.3333,2025,True
c2468df1,Jay Chauhan,12,12.0,72,63,6,5.25,12.0,2.0,5.0,9.8,0.0,48.61,True,0.0,2019,False
8a98675d,Sonu Singh,12,12.0,72,84,6,7.0,12.0,3.2,6.5,10.8,0.0833,36.11,True,0.0833,2019,False
4e57144f,Pritam Nirala,12,12.0,72,94,3,7.833,24.0,4.1,7.5,13.6,0.0833,47.22,True,0.1667,2019,False
f879ff6b,Avinash Yadav,12,12.0,72,76,1,6.333,72.0,2.1,5.0,12.9,0.0,45.83,True,0.25,2022,False
14d6a8d5,G Anikethreddy,12,12.0,72,66,3,5.5,24.0,1.1,6.5,8.0,0.0833,51.39,True,0.0,2023,False
a18da10f,Karan Patel,12,12.0,72,77,3,6.417,24.0,4.0,6.0,12.6,0.0,44.44,True,0.1667,2021,False
cfd84210,DC Green,12,12.0,72,126,3,10.5,24.0,5.2,10.5,17.8,0.0833,45.83,True,0.25,2019,False
a7e1f127,Jasmer Dhankhar,12,12.0,72,78,4,6.5,18.0,3.1,6.0,9.8,0.0,36.11,True,0.0833,2023,False
25284a3c,Bikash K Rout,12,12.0,72,88,5,7.333,14.4,2.3,7.0,11.8,0.0833,33.33,True,0.1667,2021,False
6ef38020,J Wadia,12,12.0,72,91,2,7.583,36.0,3.0,7.5,14.7,0.0833,36.11,True,0.25,2025,True
e2ee90d9,MA Aponso,12,12.0,72,122,1,10.167,72.0,3.2,8.0,21.2,0.0,37.5,True,0.3333,2026,True
4cfda770,Lalhruaizela,12,12.0,72,98,5,8.167,14.4,3.3,8.5,11.0,0.0833,30.56,True,0.0833,2020,False
76d0ac27,Arpit Pannu,12,12.0,72,93,2,7.75,36.0,4.1,6.5,11.9,0.0,26.39,True,0.1667,2021,False
f048bb41,JM Mennie,12,12.0,72,139,2,11.583,36.0,5.1,11.0,17.9,0.0,26.39,True,0.5,2019,False
1e030637,V Puthur,12,12.0,72,109,6,9.083,12.0,5.2,8.0,14.9,0.0,33.33,True,0.25,2025,True
9b327948,Faisal Khan Ahmadzai,12,12.0,72,117,3,9.75,24.0,1.7,10.5,14.8,0.0,41.67,True,0.4167,2026,True
16605a1b,AA Kazi,12,11.83,71,115,0,9.718,,5.0,7.0,18.7,0.0,18.31,True,0.3333,2018,False
2122c023,Nazeeb Saiyed,12,11.83,71,82,2,6.93,35.5,2.1,6.5,10.9,0.0,43.66,True,0.0833,2020,False
14857cf9,Jitumoni Kalita,12,11.83,71,67,4,5.662,17.75,2.0,5.0,10.8,0.0,46.48,True,0.0833,2018,False
28217d89,ML Revis,14,11.67,70,153,2,13.114,35.0,8.4,11.4,20.04,0.0,15.71,True,0.2857,2026,True
eafe8a94,BI Kellaway,12,11.67,70,90,4,7.714,17.5,3.6,6.6,12.96,0.0,30.0,True,0.0714,2026,True
ad212f96,RF Higgins,14,11.67,70,91,6,7.8,11.67,3.6,7.2,11.28,0.0714,27.14,True,0.0714,2025,True
95a06106,GLS Scrimshaw,13,11.67,70,123,4,10.543,17.5,5.04,9.6,18.48,0.0769,37.14,True,0.2857,2022,False
d48c0f40,LA Patterson-White,11,11.67,70,92,3,7.886,23.33,3.0,8.4,13.8,0.0909,32.86,True,0.1429,2026,True
aa7176ba,AS Thakare,12,11.5,69,68,4,5.913,17.25,2.1,5.0,9.9,0.0,40.58,True,0.0,2021,False
c1d3515b,AV Rajput,12,11.5,69,105,6,9.13,11.5,3.2,9.5,12.9,0.0,28.99,True,0.25,2024,False
fc60e81a,B Parsons,12,11.33,68,109,7,9.618,9.71,3.1,9.5,18.5,0.0,27.94,True,0.3333,2025,True
dd55932d,Kengo Bam,13,11.33,68,113,2,9.971,34.0,4.2,11.0,22.4,0.0,27.94,True,0.3077,2021,False
15b39832,R Hadley,12,11.33,68,145,2,12.794,34.0,8.1,10.5,17.7,0.0833,27.94,True,0.3333,2025,True
c32087fc,Waseem Raza,12,11.33,68,107,2,9.441,34.0,6.0,9.0,11.9,0.0,26.47,True,0.1667,2021,False
e94d2d50,NA McSweeney,12,11.17,67,88,5,7.881,13.4,4.0,6.0,15.0,0.0833,29.85,True,0.1667,2025,True
bcaf7d33,RN Gurbani,11,11.0,66,99,2,9.0,33.0,3.0,8.0,15.0,0.0,48.48,True,0.3636,2019,False
1d09dda7,Kamal Das,11,11.0,66,68,3,6.182,22.0,4.0,5.0,10.0,0.0,31.82,True,0.0,2018,False
2e9fdf9b,DAJ Bracewell,11,11.0,66,106,4,9.636,16.5,5.0,11.0,13.0,0.0,27.27,True,0.2727,2023,False
ed3fdd1a,Nitin Yadav,11,11.0,66,73,5,6.636,13.2,3.0,7.0,11.0,0.0,46.97,True,0.0909,2021,False
985b57b1,Rajesh Singh,11,11.0,66,97,2,8.818,33.0,2.0,10.0,14.0,0.0,28.79,True,0.1818,2019,False
6eb146d2,Gurkeerat Singh,11,11.0,66,77,1,7.0,66.0,4.0,7.0,10.0,0.0,27.27,True,0.0909,2020,False
6c8e4b0a,Anirudh Kanwar,11,11.0,66,71,2,6.455,33.0,3.0,6.0,9.0,0.0,40.91,True,0.0909,2019,False
c910e89d,Kshitiz Sharma,11,11.0,66,84,2,7.636,33.0,2.0,7.0,15.0,0.0,37.88,True,0.2727,2018,False
469ccead,CB Sole,11,11.0,66,131,3,11.909,22.0,8.0,11.0,18.0,0.0,34.85,True,0.3636,2023,False
970ddd24,Suryansh Shedge,11,11.0,66,119,5,10.818,13.2,5.0,9.0,16.0,0.0,21.21,True,0.3636,2025,True
fb5f69e4,M Tiwari,11,11.0,66,101,4,9.182,16.5,5.0,9.0,14.0,0.0,30.3,True,0.2727,2026,True
9c1b1f4b,A Desai,11,11.0,66,116,5,10.545,13.2,7.0,10.0,20.0,0.0,34.85,True,0.2727,2025,True
2c3643f8,Sahil Lotra,11,11.0,66,71,1,6.455,66.0,3.0,7.0,8.0,0.0,30.3,True,0.0909,2023,False
db15d0f8,Thomas Moirangthem,11,11.0,66,83,4,7.545,16.5,4.0,7.0,12.0,0.0909,48.48,True,0.1818,2019,False
025c4400,MJ Suthar,11,11.0,66,116,2,10.545,33.0,4.0,9.0,15.0,0.0,31.82,True,0.4545,2026,True
da4a1e46,M Spoors,11,11.0,66,108,2,9.818,33.0,4.0,9.0,15.0,0.0,31.82,True,0.3636,2025,True
0f12f9df,NLTC Perera,11,10.83,65,120,3,11.077,21.67,7.0,12.0,16.0,0.0909,35.38,True,0.5455,2021,False
219cc59e,DY Pennington,12,10.83,65,95,3,8.769,21.67,1.5,7.8,18.72,0.0833,52.31,True,0.2308,2025,True
d9609443,ST Gabriel,11,10.5,63,119,3,11.333,21.0,3.0,9.0,19.0,0.0,36.51,True,0.4545,2018,False
cb9b8664,W O'Rourke,11,10.33,62,132,6,12.774,10.33,4.0,14.0,21.0,0.1818,24.19,True,0.5455,2025,True
a6bab2a9,K Gore,11,10.17,61,105,3,10.328,20.33,4.0,9.0,12.0,0.0,34.43,True,0.1818,2026,True
c2c97df0,Manjeet Singh,11,10.17,61,79,3,7.77,20.33,3.0,6.0,15.0,0.0909,42.62,True,0.1818,2018,False
fcc9954f,Satish Jangir,10,10.0,60,69,3,6.9,20.0,3.9,5.5,8.5,0.0,36.67,True,0.1,2022,False
fa778d1b,Santha Moorthy,10,10.0,60,85,6,8.5,10.0,3.8,7.5,14.6,0.1,40.0,True,0.2,2020,False
1501688a,AK Chahal,10,10.0,60,72,3,7.2,20.0,3.9,7.0,10.4,0.0,43.33,True,0.1,2018,False
f691e227,Akash Pandey,10,10.0,60,98,6,9.8,10.0,1.0,7.0,21.2,0.1,40.0,True,0.3,2023,False
101dcc31,Shiraz Ahmed,10,10.0,60,109,1,10.9,60.0,6.0,12.0,16.0,0.0,26.67,True,0.6,2022,False
f60dc2a5,MA Beer,10,10.0,60,94,0,9.4,,4.8,7.0,20.2,0.0,26.67,True,0.2,2018,False
d346d939,RA Whiteley,10,10.0,60,75,3,7.5,20.0,4.7,6.5,11.3,0.1,23.33,True,0.1,2022,False
22a16551,Pinninit Tapaswi,10,10.0,60,83,3,8.3,20.0,3.9,7.5,13.3,0.1,26.67,True,0.3,2021,False
de6efa4a,JR Coleman,10,10.0,60,71,6,7.1,10.0,5.0,6.0,8.8,0.1,43.33,True,0.1,2019,False
6f49cc6e,Shivam Sharma,10,10.0,60,57,2,5.7,30.0,2.9,4.0,10.0,0.0,45.0,True,0.0,2021,False
557153ca,KK Cooper,10,10.0,60,108,4,10.8,15.0,5.0,9.0,19.3,0.0,28.33,True,0.4,2018,False
d13d1dd0,RP Kellepotha,10,10.0,60,75,3,7.5,20.0,4.9,7.5,10.3,0.1,33.33,True,0.1,2023,False
55ed4228,M Clarke,10,10.0,60,139,0,13.9,,10.8,13.0,17.4,0.0,28.33,True,0.7,2026,True
a446c7be,Vivek Singh,10,10.0,60,79,0,7.9,,3.9,7.0,12.4,0.0,31.67,True,0.2,2018,False
7a80ddf2,D Bishoo,10,10.0,60,119,2,11.9,30.0,5.9,11.0,18.3,0.0,20.0,True,0.4,2018,False
2a04400b,Sabir Ali,10,10.0,60,97,4,9.7,15.0,2.9,11.0,13.5,0.0,43.33,True,0.3636,2023,False
a671ad8b,Bobby Yadav,10,10.0,60,77,2,7.7,30.0,3.0,6.5,16.0,0.0,35.0,True,0.2,2018,False
f0f0f668,SN Patel,10,10.0,60,95,4,9.5,15.0,2.9,8.5,14.2,0.1,43.33,True,0.3,2023,False
10735e1d,JS Buckingham,10,10.0,60,96,2,9.6,30.0,4.7,8.0,17.3,0.0,38.33,True,0.3,2024,False
cf59f9b2,PS Kataria,10,10.0,60,70,1,7.0,60.0,3.8,7.5,9.2,0.0,36.67,True,0.0,2018,False
4fc7fc34,S Hegde,10,10.0,60,79,1,7.9,60.0,2.9,7.5,14.4,0.0,31.67,True,0.2,2023,False
72147266,Karan Lal,10,10.0,60,49,4,4.9,15.0,2.7,4.5,9.1,0.0,45.0,True,0.0,2021,False
4de4c0e9,Shivam Shukla,10,10.0,60,67,2,6.7,30.0,3.0,6.5,9.3,0.0,33.33,True,0.1,2024,False
4277234d,Sufiyan Muqeem,10,10.0,60,81,4,8.1,15.0,5.9,8.0,11.1,0.1,38.33,True,0.1,2026,True
0e567e38,Supriyo Chakraborty,10,10.0,60,84,2,8.4,30.0,4.0,7.5,12.7,0.0,33.33,True,0.3,2019,False
c2294408,Pallav Kumar Das,10,10.0,60,79,4,7.9,15.0,4.0,6.0,12.3,0.0,36.67,True,0.3,2023,False
90dd5193,BM Chingakham,10,10.0,60,97,1,9.7,60.0,5.8,10.5,12.3,0.0,33.33,True,0.5,2023,False
51ec3919,T Vijay,10,10.0,60,116,3,11.6,20.0,5.0,12.0,18.0,0.0,25.0,True,0.5,2026,True
97b8d15e,Shahid Bhutta,10,10.0,60,119,2,11.9,30.0,6.0,9.5,21.1,0.0,33.33,True,0.3,2024,False
e37053c4,TC Vanlalremruata,10,10.0,60,71,3,7.1,20.0,4.9,6.5,11.1,0.0,23.33,True,0.1,2023,False
9656afbf,Ahmed Daniyal,10,10.0,60,91,3,9.1,20.0,4.8,8.5,12.7,0.0,33.33,True,0.2,2021,False
151c258b,J Glen,10,10.0,60,59,7,5.9,8.57,3.0,4.0,9.6,0.1,40.0,True,0.1,2020,False
b56dc5f7,BE Hendricks,10,10.0,60,99,2,9.9,30.0,7.5,9.5,14.1,0.0,45.0,True,0.2,2023,False
3c29632a,Tripuresh Singh,10,9.83,59,80,4,8.136,14.75,2.9,7.0,12.84,0.0,47.46,True,0.2,2024,False
a968d8eb,Dilbar Hussain,10,9.83,59,92,4,9.356,14.75,4.98,7.0,13.0,0.1,38.98,True,0.2,2020,False
82c10dac,Abhinandan Singh,10,9.67,58,122,3,12.621,19.33,4.45,13.0,16.8,0.0,25.86,True,0.6,2026,True
17c02b38,Pradeep Chamoli,10,9.67,58,103,2,10.655,29.0,5.8,10.5,17.3,0.0,25.86,True,0.3,2019,False
069a5170,O Patterson,10,9.67,58,88,4,9.103,14.5,4.8,7.5,22.05,0.1,36.21,True,0.2,2025,True
fe5b4367,ZJ Chappell,11,9.17,55,97,6,10.582,9.17,3.6,9.6,15.6,0.0909,32.73,True,0.3636,2023,False
ef55b38c,D Warren,10,9.17,55,81,2,8.836,27.5,3.9,10.0,19.5,0.0,27.27,True,0.1,2024,False
00b195ae,TH Aspinwall,10,9.17,55,66,3,7.2,18.33,2.28,5.4,15.12,0.1,45.45,True,0.1818,2025,True
58c481c6,JJ Cobb,10,9.17,55,76,2,8.291,27.5,5.22,7.2,14.52,0.0,30.91,True,0.1818,2022,False
684a56df,RR Beaton,10,9.17,55,82,2,8.945,27.5,5.7,7.0,14.2,0.0,41.82,True,0.3,2023,False
ccdd8308,ST Finn,11,9.17,55,111,6,12.109,9.17,7.2,9.6,16.8,0.0909,30.91,True,0.1818,2021,False
77255a9e,RA Tripathi,9,9.0,54,62,2,6.889,27.0,3.8,4.0,11.8,0.0,40.74,False,0.1111,2023,False
4ef73fb3,M Govia,9,9.0,54,82,2,9.111,27.0,4.2,7.0,14.4,0.0,46.3,False,0.3333,2024,False
455a7563,Nabam Tempol,9,9.0,54,82,1,9.111,54.0,5.4,11.0,12.0,0.0,31.48,False,0.1111,2020,False
c23938fd,P Saravana Kumar,10,9.0,54,86,7,9.556,7.71,0.0,12.5,19.1,0.2,53.7,True,0.3,2021,False
c995d726,CA Ingram,9,9.0,54,74,3,8.222,18.0,3.0,7.0,14.0,0.0,35.19,False,0.2222,2022,False
b9671119,Aswin Crist,9,9.0,54,100,3,11.111,18.0,5.0,10.0,17.4,0.1111,29.63,False,0.3333,2020,False
b6e96180,Rajiv Darjee,9,9.0,54,80,1,8.889,54.0,4.0,9.0,13.2,0.0,22.22,False,0.2222,2020,False
85c80de3,Ram Gurung,9,9.0,54,49,1,5.444,54.0,2.8,4.0,8.8,0.0,33.33,False,0.1111,2021,False
2f43ee81,J Layne,9,9.0,54,113,0,12.556,,7.8,14.0,16.2,0.0,31.48,False,0.6667,2025,True
030f3089,K Yadav,9,9.0,54,84,2,9.333,27.0,3.8,8.0,15.2,0.0,25.93,False,0.2222,2023,False
bc0c1f0d,Sarbeswar Mohanty,9,9.0,54,68,1,7.556,54.0,3.0,4.0,13.4,0.0,38.89,False,0.3333,2021,False
af7f15f3,MR Raut,9,9.0,54,93,3,10.333,18.0,5.4,9.0,16.4,0.0,25.93,False,0.3333,2022,False
62175638,Karim Janat,9,9.0,54,128,2,14.222,27.0,7.6,10.0,25.2,0.0,27.78,False,0.4444,2025,True
0d39a026,Asif Mehmood,9,9.0,54,124,0,13.778,,6.0,15.0,17.8,0.0,22.22,False,0.7778,2026,True
